row_id,f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,future_demand
18,21.96251429231451,3.754112477852423,0.39334632860585145,-14.58109480878921,16.116350031211176,0.13225511342020813,81.24398773444578,0.5735398653044046,,-4.953521855388601,77.02149412676035,78.67072819331611,cat_2,,,cat_1,0.36540696776558007,79.62478949163405,18.7174299249589,-0.11492011702371017
19,13.79233704085924,21.15307993543455,,-11.10324685147295,64.09186273656573,0.22167829948098955,152.66095903632197,0.5246254760336566,60.6599971569875,-12.57474546158442,27.753345181348116,88.55980874317606,cat_2,cat_3,cat_4,cat_1,0.3902127431680192,154.36573197854096,15.972206952610245,-0.2669724267797856
20,2.486241708864079,7.178485273299943,0.47043800926493784,-20.77669008472434,47.081154630512046,0.2949688472247629,131.7283984823238,0.6713148230742272,48.93624599152637,-22.00883811367401,68.83188726426732,92.62399395752092,cat_0,cat_2,cat_2,cat_1,0.46781300150312655,130.26460980094618,0.8767184439842537,-0.620024620288651
22,1.1065786850371886,6.482170340050394,0.5660950663681406,-17.68576757017531,63.02869347993738,0.22295343199457582,,0.2390592346709415,97.31859218588102,,52.81030460966681,110.27737262214696,cat_0,,cat_2,cat_3,0.5582648842715748,75.04624305025732,7.796478221090723,1.2940439644295438
23,4.992824477315683,23.61630338304882,0.5350857355688827,-18.578716066733637,50.935143185789826,0.4640295098978134,211.7646594240816,0.276765208047284,53.200471096320356,-103.94583749980202,66.08943573417135,95.0718667607947,cat_0,cat_2,cat_3,cat_0,0.5060495170979035,209.6426205369913,,0.26083296149228596
26,2.3483744117576992,,0.7527525488263158,-24.84205290138928,,0.3410579048836406,75.3951840502404,0.8419224941374741,63.56604878961653,,43.911422078544305,82.05576534166966,cat_0,cat_0,,cat_0,0.8216125458958919,73.63096890597843,1.25634374232689,0.4290509390875209
27,8.996393970687715,25.973380118034186,0.19646162386492746,-10.110577161132678,14.255803832111553,0.3041028846860104,205.6080239670233,0.3637930065167202,-29.54056116421947,-77.31877690677494,58.789844807942956,81.19517353668382,cat_0,cat_0,cat_4,cat_1,0.19915116829549112,204.29560106701197,14.145001408567289,0.45013146467230025
29,38.51406519444617,6.5132813741037054,0.25167339207217815,-20.831997399088195,62.098420380387566,0.48786486830396597,103.10004360700273,0.6270786850346581,23.289839618004983,-87.23566879550111,82.68597299254463,82.24200363974063,cat_0,cat_2,cat_0,,0.3170864139024882,102.32106866834101,36.52975755903223,-0.5302968430427877
30,2.7649377119441976,18.975440345821255,0.6556377132988565,-15.00428169368502,59.83918571005231,0.556059024407117,154.81578144629236,0.25579466391135025,42.42983361021108,-54.622604438438124,69.61690439959189,90.42084233461544,cat_0,cat_2,cat_2,cat_1,0.7137600226312943,155.00381158782216,3.7258749432894294,-0.7851758082736573
31,0.555874369798121,10.843104578653813,0.6876505980714214,-24.362344421912155,33.658642765579046,0.26584732143813494,210.22550055981702,0.2674672399427237,96.41404474365609,-44.50404055429592,11.222806150088509,77.48417972861249,cat_2,,cat_2,cat_1,0.6663994993470866,210.36670305075597,-5.266148497752881,0.2551765694124123
33,5.795898165009123,8.427667860451466,0.7003708292397224,-19.40533332457799,62.630005008701744,0.0957645825912255,163.12723931332107,0.4658017845425701,64.21661986592245,-46.10685138906866,63.77260995616137,89.97770419107906,,cat_2,cat_1,cat_0,0.7096204134542439,163.66598778400217,11.583011348255809,0.5230660457601821
34,8.1765088697122,12.60781383417385,0.43606998386311124,-20.505079739070545,47.745635415904765,0.17350123338320111,144.3495011692933,0.5661265379333875,54.08238105668201,9.980303336433764,36.50036662696182,77.35983309626326,cat_0,cat_2,cat_2,cat_0,0.4636080956389256,146.05254935162714,6.536199668874466,0.27692536363085585
35,25.377727683319048,5.078934779662442,0.3337538816303458,-23.339167649900396,28.741484953672902,0.11308814230951746,155.12361321914528,0.26585856881217956,40.83190358958096,-50.231418886911584,66.46825894353694,112.82317379676945,cat_2,cat_0,cat_2,cat_4,0.2994710187837221,158.73808625251647,20.821841493278622,-0.37868125392247354
38,0.3895112386636476,34.25760158742376,0.5534105028594878,-24.715612075541536,24.355911770080933,0.5684721881368555,164.35856640473276,0.6284307948438554,14.582556957542277,-15.581579335583225,52.42370969934028,76.85065816368818,cat_2,cat_4,cat_4,cat_4,0.5061535015039422,164.66958532934217,4.720859257338723,-0.38116377139931806
39,19.716283949140045,36.91402427749257,0.46549335208922654,-15.547445845659173,62.76290116578029,0.7953514151877565,112.64282856544307,0.1850946012070203,70.41322177177062,-33.08518893067319,69.94559249496459,98.92554475531085,cat_2,cat_3,cat_0,cat_1,0.44315320094741784,112.21383592075652,17.327931386053553,-3.273654048257217
41,36.04079960112391,12.185900486596982,0.45851638041838283,-16.559666501734814,63.29448579409447,0.27438029709807404,199.1435567371121,0.5060888467961285,-5.1779583191751115,-52.76622970698304,47.350876668019175,101.65125078742585,cat_0,cat_4,cat_4,,0.4344470469279019,199.02608102551355,26.52741576237247,-0.042953499391141625
43,37.6542861622254,16.521799536587064,0.536045955860478,-19.086802427814728,42.429789132762984,0.2602500993468817,164.9742299504386,0.6127826805872033,-34.66505114414413,-80.63500838226162,40.608101330430614,113.28140174848143,cat_0,cat_0,cat_4,cat_1,0.597493252024951,165.65873156713513,44.00362702088809,-0.10503916993376208
45,90.99003703815046,6.669523867376777,0.5769668524238403,-14.47885895230679,55.45361252646035,0.025418631957182716,87.09279141865116,0.6921686443822322,34.58238370048455,-99.86956528323837,35.276946386002855,105.38210559444164,cat_0,cat_2,cat_3,cat_1,0.6160414324925539,86.28944757899934,94.14832601119964,-0.6562211513026764
46,0.6395916344243094,7.637591638875004,0.41255217341848366,-13.618899906606854,45.22060843141242,0.23591267130986449,149.27480953493992,0.5284072456084219,44.356730082804816,-65.20310940640937,28.305168652635512,105.97746285656996,cat_2,cat_3,cat_3,cat_3,0.418045368059841,147.0607092426588,-0.7118827232756119,0.3533790835558689
47,1.541048487915626,11.931625305464932,0.41365058364111545,-18.9410202232111,34.05733123681468,0.09482538458087941,76.01084759594623,0.5527951898750323,43.55216774535458,-39.439491641141046,30.87910942796143,82.60951646939812,cat_3,,cat_2,cat_4,0.38397362616047703,72.5454014697627,2.560794494076185,-0.15660343139580032
48,24.645116452792504,60.089923961434934,0.6075777852740748,-22.551915687243827,54.25754711275344,0.7485906776978478,184.98329518587803,0.6469793065557032,83.70784839231169,-114.8255122776674,56.44200356654534,84.27729833843371,cat_0,cat_0,cat_0,cat_4,0.600210501231724,184.98679272526812,18.972118497434032,-2.163100070814156
50,18.00690019707393,14.389058835323377,0.5720069083627946,-15.459797636292857,27.146731068730368,0.4045424892204398,110.48800615547268,0.39761213864378847,,-29.191516035994198,64.21096483973903,95.90623984385451,cat_2,cat_2,cat_0,cat_1,0.5812487498176433,111.24625555676602,27.50861438257401,-0.7888643015440475
51,59.629876384120735,9.784203441798088,0.6160625350233877,-17.342893997693018,37.64552747793539,0.13122311248403618,92.63376333000363,0.37177277522916075,11.771280029874312,-81.8900823383512,58.18806203569122,117.41548239756406,cat_2,cat_2,cat_4,cat_0,0.6125918822380763,89.46146130003335,60.31741734987963,0.8354713865003189
53,27.42240121988024,8.147169791769766,0.563153878582416,-17.661424894456278,30.602031152772526,0.174642775066978,202.52970623849416,0.20671775499909925,-12.593643597343451,-46.793504853289505,29.076500261391168,94.39768167587576,cat_2,cat_4,cat_0,cat_0,0.48478990411509304,199.25293846330194,23.70832261180172,-0.07007313816772415
54,21.104538314979028,,0.38028405701296913,-16.402570169932265,19.305857801096245,0.5055805916627645,,0.23078897188781416,53.905078321288435,-60.295527989699764,60.03149063289142,73.25482473761242,cat_2,cat_2,cat_4,cat_1,0.3734783720975058,143.60996558957754,16.573092292978384,1.7835449262493275
55,15.694838571289274,9.27446079813792,0.4329351966989713,-14.04899002590996,34.85470817928595,0.02908620376012243,126.49525834382425,0.31679244205709167,-9.989279243138846,-36.40659281478795,55.39548924714211,,cat_2,cat_2,cat_2,cat_4,0.3843901500233047,126.10397061127941,17.33240892798132,-0.6060553451965959
57,20.168134071792462,,0.49382727427557754,-16.994205505812957,36.183669750071395,0.23198458068518799,128.34224898094172,0.24103657198187842,4.65657374042393,17.626659011958942,51.11185225031324,96.05940528005841,cat_2,cat_2,cat_3,cat_4,0.5282377221512478,128.39187560017942,13.68991227411262,0.2144169048236415
58,17.702438325059365,5.170026438833158,0.5729963410386505,,55.05492405522472,0.3150120259482442,214.53514537975784,0.4773198547541233,45.813065473995906,4.639939447563883,34.98947800188486,93.58141344846162,cat_2,cat_2,cat_4,cat_4,0.568567501438496,210.945659826003,18.36532637931308,0.27026502652551726
61,1.1927010942692455,11.635359055283734,0.4484215422473611,-10.551791105765112,10.93339990514794,0.3134363523057394,,0.4022524191595503,44.51799170114704,8.947450845878905,47.028164444097236,94.92146063073753,cat_2,cat_0,cat_2,cat_1,0.4759871292774284,135.49283602569113,-0.2730121331002715,-0.31524522417876777
62,35.034890407445054,,0.3956630265985326,-19.728875736420925,32.99416198018633,0.11506247886520199,208.37850992269955,0.3627827482917619,40.3531909598358,-38.74309120795493,43.01308548055806,100.73621058842602,cat_0,cat_2,cat_3,cat_2,0.3858067534020499,204.70647955086426,35.89016113696442,0.7725984314313463
63,5.417008050345816,31.715525482586045,0.3741468446577199,-13.409059672370612,41.898204504448806,0.6707942368189705,187.44594936870135,0.20107938631995056,15.030302330247522,-100.84483467773399,59.58164927590655,,cat_0,cat_4,cat_0,cat_3,0.3454336014478474,185.62929925216758,9.014647489137026,0.5847300832970501
65,7.212594835896102,2.947658519939717,0.20879747988626599,-18.434272779792412,13.458426889640286,0.004830745695180336,155.4314449919982,0.3429479350547692,54.97622692675364,-138.64755205157041,54.68225599848711,91.00955802890374,cat_2,cat_4,cat_4,,0.2412749306430554,153.04273214604515,6.021776284834831,-1.513733345906256
67,9.718149200728543,3.920846010703693,0.23242955920531844,-21.7125833220029,62.89579732285883,0.057549041622829394,195.1417436900242,0.3786192587027073,111.76012397462446,-15.287576135774358,71.55168117583122,80.39516998102714,cat_2,cat_2,,cat_1,0.17816801192898124,200.43503697172451,7.982692274157605,0.5546388798822722
68,,5.806734433724412,0.8151121841377041,-16.842433119423507,46.9482584734335,0.017640163128981777,157.89409917482152,0.6090483040407042,49.60476848991197,-119.90522109731398,50.571114816083586,99.09255998978736,cat_2,cat_2,cat_4,cat_1,0.8045440881282976,159.1826753300739,8.849660630570886,1.490335347098675
70,36.30060562838439,54.63957850914332,0.7155462900192705,-15.311315818547037,,0.7555334782562116,148.35131421638118,,,-35.464318608342175,26.857319172182425,70.1876845612143,cat_2,cat_1,cat_1,cat_1,0.7728990239310719,146.55306172487505,37.79980775198152,-2.896027709640498
73,33.16661842181724,5.624568779824795,0.4092376785335236,-26.196436216505894,59.57339339589522,0.12712123102790412,206.83935105843497,0.5015351052514516,60.260308640847654,-100.35386378794738,68.09270553974262,94.32316102544033,cat_0,cat_0,cat_2,cat_4,0.39818195205247564,212.91337501302976,34.90824762551404,-0.6781080639150426
74,24.35961444589084,38.850854744611766,0.4025169541445702,-6.570210777460817,32.59547350895069,0.5530333160506973,151.73746371776326,0.2145741187025207,118.21273739229798,,51.65191825332352,69.94336894806165,cat_2,cat_4,cat_3,cat_1,0.46106610206553905,149.85835907452815,14.561693633055084,-0.38356216149425176
75,18.10945392521887,22.939893295247796,0.6291280098770247,-29.629137501262086,67.01557819229372,0.6020116454792187,149.89047308064573,0.6730853473279252,,-58.38341760295988,57.68083270513064,72.71226136983792,cat_3,cat_0,cat_2,cat_4,0.6392667598974876,149.895540828933,22.21933590191073,-0.5943384766311222
76,34.31313517740422,9.160249129623686,0.5331662532929062,-18.04899409048634,48.011427730061854,,82.16748305300453,0.5360607212400388,44.034569916508495,-41.74909566855188,62.31546395331522,73.93769516303041,cat_2,cat_1,cat_0,cat_2,0.5873836268679768,84.13612640180861,31.06997680656525,-1.2069257780351739
77,7.931023249577862,12.881651202359565,0.4147458719978629,-17.01935158585008,15.186076931661365,0.035875333351427174,114.48981920256057,0.24863406677777947,31.138889412848044,-122.86540622040107,76.36937872744389,72.52490969338933,,cat_0,cat_4,cat_1,0.39502875262747766,115.1060554042877,9.60740124674401,-1.1922716950618895
79,8.740427552624734,16.196268730733433,0.5187947251373798,-14.547225702687843,21.166404000195868,0.38535646850291483,209.30200524125829,0.3824807298867421,59.47114517033313,-60.05514337393558,49.328686239796674,93.50753702122549,cat_2,cat_2,cat_0,cat_1,0.5410980415596404,211.6252127769495,4.808859072798382,0.7992329776256532
80,43.49486538227985,7.275675593854712,0.3716529503982096,-21.22988249824953,44.42323148894115,0.23855106298626974,100.63738942417942,0.5889652451998814,30.805725770901375,-158.72656495350196,39.56200898060713,89.23474210545831,cat_2,cat_1,cat_3,cat_1,0.38061227433867834,96.86138662043004,45.26770383353336,-0.08380078621210986
82,8.362674267064204,8.498836816771728,0.3790673472703932,-20.26683397186892,31.93099272355797,0.21160846735802408,134.498884438,,67.65264636008115,-61.01922013207547,45.20854545959335,73.07707584101139,cat_2,cat_0,cat_0,cat_3,0.46495160226084165,136.98503471976858,8.160493110972165,-0.3026308669885782
83,10.191770238755762,3.145663496168986,0.3753852223931699,-21.05692156015163,11.332088376383574,0.06261428605245929,176.3640055459964,0.6053763583761789,40.99151655632937,-90.90821220201781,51.729057912182746,109.60508138211,cat_2,,cat_0,cat_2,,175.28900261846442,10.443805555089599,-0.16100929802650576
85,16.81659653908796,13.106751016734583,0.7699599458280585,-20.110807792541777,40.7021390907419,0.2268012017823324,180.36581859308433,0.6230780024361695,36.035025049019964,-22.2757721631307,47.18978448084766,107.25157626488364,cat_2,cat_2,cat_2,cat_2,,180.78369783898853,18.273080016191564,0.20693405738220955
86,39.109078247575745,9.467582889070846,0.7356949057209786,-13.002879307133735,63.69317426533011,0.2758188791310119,135.11454798370585,0.5970311100157272,23.104405333270464,-26.180850759659073,44.26274901805322,121.39716315464686,cat_3,,,cat_0,,132.80256630476845,44.13784432428054,0.730078912210708
88,,16.945692236429327,0.3395774481225921,-16.135442736195255,8.674165234812685,0.3262090658665468,68.00722150177046,0.4507791542133225,53.551870507335366,-37.110240688288755,44.609965828196806,75.90870326290582,cat_2,cat_1,cat_0,cat_2,0.3274730449607446,69.78311044591024,6.620704598520076,0.3411596578387433
89,56.44153032996145,13.455121056305607,,-23.559844592607718,9.870230648519586,0.09670620399348952,,0.7961045995047961,-8.812711852092193,-79.71181927369824,,90.86255841936523,cat_2,,cat_2,cat_4,0.5613908596995077,87.4009624860865,58.52800653160544,-0.9417354072722396
90,10.123401174339199,0.8936669180414561,0.4724076638506399,-17.490428459661423,57.57995103971706,0.0005928556674690046,146.1964918064108,0.3863084439406831,61.88107034637924,-126.22185494291338,54.840076867514036,114.0147789804085,cat_0,cat_2,cat_2,cat_1,0.5117172204109861,145.10999484123778,5.683652334476614,0.5088885366632432
91,37.93668477720592,13.27927853324628,0.22623642703578395,-24.041145604663328,59.307601081738134,0.6092244021973341,158.50976272052736,0.3756994906104983,27.232064857759532,-49.542651097337675,45.62969623886451,106.22283640048302,cat_2,cat_3,cat_3,cat_4,0.20439839943607027,157.31033379283505,35.959433322160045,-0.787377325301799
92,6.406594295874773,19.417826820126507,0.6128614075559249,-17.31820592394055,45.08771227433388,0.3311003807712947,83.09097837156327,0.653110658806008,62.08797817833752,-65.95838830742282,25.499438649673476,81.96199817919211,cat_2,cat_0,cat_4,cat_2,0.6975969527317388,,5.5819038514783035,0.7271352362130316
94,3.0952026246992834,18.3487975788498,0.569045842382005,-20.58574580290018,45.88508921680514,0.25886193430561405,213.6116500611991,0.3482965582352156,57.177030239603894,-95.77582386802547,61.05016576453651,96.67730639651218,cat_0,cat_4,cat_2,cat_1,0.5791854445470135,214.87936783497486,5.477579608654561,-0.641118336352805
95,68.19100752835186,4.401925932793628,0.17041809324980298,-23.38238565773856,26.3493541262591,0.14272099027514246,188.0616129144072,0.4871227209798226,-31.85143685928884,4.191112405351625,,106.85635796540733,cat_0,cat_4,cat_4,cat_0,0.12659241374309835,190.02712377276953,68.79267313220984,0.04349628240614212
96,31.058059046492406,17.032872596309193,0.5034559759873362,-19.628685560932528,,0.2875026889289838,187.13811759584843,0.7498087590431585,47.77639661893625,38.685539878874,52.26924182802954,111.56749231469287,cat_0,cat_2,,cat_1,0.5083774967190378,185.30380031663955,21.806614941588823,0.8900444002663358
98,66.89151520102533,13.51449498895398,0.4555047308049705,-18.121325798571068,16.647934659525355,0.4482425644028828,130.80490316376503,0.3929327826230636,-5.658624869820812,-19.008779582623767,79.81339747379788,86.40232340106326,cat_1,cat_4,cat_4,cat_0,0.4717493838843463,133.33035593418455,65.49663150065726,0.8374635252157294
99,7.3897339046665955,3.259281620240103,0.5789601678512009,-16.3231657728976,46.68246615927641,0.22551486158228368,120.33862288676595,0.4168808369979627,98.27642009214588,-16.455397015555878,47.91086299087065,102.41428188521364,cat_2,cat_1,cat_3,cat_1,0.6111159522903845,118.78854075554784,15.151213345923503,-0.6281341963677847
104,12.74967216798234,4.743057519869841,0.3778453711905219,-14.812703033863675,40.83503524782045,0.002064780351901491,175.44051022743767,0.7463417927992849,107.47860219912198,-39.67122369845198,42.270941073531475,95.22264291285342,cat_2,cat_2,cat_2,cat_0,0.4079897904585563,,11.959580821316486,1.3941961264268719
107,6.015761297363851,12.13448665670133,0.388661390103378,-17.24395645432555,8.009684449419963,0.07037565079595082,161.58808044905652,0.5923901675147327,30.638737514625127,-117.24657067548938,71.3615154365421,91.89017951522436,cat_0,cat_0,cat_4,cat_4,0.48718138512789855,161.1956882686601,15.496312062705165,-0.6661020036108128
108,,7.737934850108287,0.5849751288314244,-25.90723112384951,8.275476763577052,0.32459119207829773,82.78314659871036,0.7790803696282147,82.83596850413318,-95.34702698610123,39.01573305988728,98.75952369514444,,cat_2,cat_1,cat_1,,86.2417195574053,26.372750124538186,-0.9643719255123712
109,7.153904540416408,7.670957095778977,0.6023539641136834,-21.903173040942754,11.863673004697752,0.2672579219943219,165.5898934961444,0.7250796950656373,3.38202276491009,-20.660192115640765,70.11339384689835,94.17432590348135,cat_0,,cat_0,cat_1,0.6184261685726655,,4.318708825979595,-0.8129825055371963
113,0.8504720841778961,25.540355478545152,0.3574885899794194,-24.534452496228276,,0.35125987744093323,99.71389410562067,0.3938719663669464,22.167664082844826,-23.07127471348332,59.22704259106354,66.66662513935145,cat_2,cat_3,cat_4,cat_4,0.3426026767484841,98.31013091366411,6.364673818560947,0.21443013081666995
114,50.74430309461063,,0.27257593528056084,-15.776374159618024,44.02454301770552,0.15783125095028763,158.81759449338028,0.5912433776213286,,-57.200009679741484,35.69690094095132,79.98094910446392,cat_0,,cat_3,cat_0,0.2893852189354565,159.57773023310813,46.8904368950364,0.6813611309666168
115,3.238476530276124,9.946252696825754,0.8401960093141565,-15.943927344370453,60.1049780242094,0.172362713814538,133.26755734658838,0.5070029649357575,11.030526533538165,-29.685096254705766,73.90626011041003,83.93571636666438,cat_0,cat_1,cat_4,cat_3,0.9065521843806413,135.83972095565207,-1.3819127024219426,0.9837799807443308
118,8.114846908861479,63.77174757119683,,-19.062459752095695,39.63896983411355,0.8834668697817817,167.129052360409,0.5640405034807243,35.713096073149195,21.92515603530925,32.41690843080917,62.309852974448646,cat_2,cat_0,cat_4,cat_4,0.47821047014912094,167.17697404801643,12.09878701345688,1.3625401160866144
119,11.909005331806918,9.624682125764751,,-23.088530666891305,14.654492303347187,0.39101482528946435,78.47350177876956,0.3450996161832808,57.74102303249083,-20.11389415556151,30.670454829020272,74.1019347469855,cat_0,cat_0,cat_0,cat_1,0.30414594987857835,82.8239638021766,13.314782837088453,0.015133540823503211
120,0.7658458344659222,2.503343816429889,0.11059398604533191,-14.909241084622874,24.75460024131657,0.08374307951925031,77.85783823306372,0.3805543679491968,27.057871480076543,-28.19767618869708,36.36958469946557,67.02456674629488,cat_2,cat_1,cat_4,cat_0,0.14059540922970493,77.30783699792278,7.055187004855798,-0.2762245754121524
121,14.208702527651003,13.817298122745605,0.42232972726948603,-19.70376993827333,40.30345061950627,0.13640947321412716,,0.44901068471976735,9.232084451273849,-14.397003737588037,33.92980127330324,92.55055089026307,cat_2,cat_2,cat_3,cat_1,0.4044283654701984,91.43701281553884,14.725372941507088,0.8165218583415088
122,10.818132992921221,10.665838617419293,0.8637167308894527,-17.807207099059905,65.68661662150828,0.007822814577852123,178.82665972881972,0.2883551757182787,86.05954333343527,-79.40735995832172,31.48148779586885,89.08533331763056,cat_3,,cat_4,cat_1,,181.8959490750766,8.98039523891611,1.3479791037204434
124,40.681314865250705,15.284011836291596,0.45146722029086744,-13.050065638715214,43.3600622323128,0.6755052904660863,170.20737008893812,0.3617694768380389,20.632794280424957,8.442371499347054,57.51336289781837,,cat_2,cat_4,cat_4,cat_3,0.3351296798317532,170.96880960536114,52.33791213875139,-0.890233533808466
125,5.52451267266451,9.009823807852959,0.3215690637961493,-25.110674962686552,44.157439174784066,,117.2603051582368,0.523684371721819,15.692067249413196,-89.40300967061086,68.38334316769844,96.59958095464958,cat_2,cat_3,cat_1,cat_4,0.3105796683081232,118.17872386200433,7.977026403677048,-0.6344419008757778
126,11.031476328968319,5.776336243320533,0.5418153360247911,-19.28232104541063,26.88093875457328,0.10145077747071622,115.1054827482664,0.4159750530191127,105.75438367179947,-32.604828252658415,51.26619365764242,89.90367789334618,cat_3,cat_3,cat_0,cat_1,0.4975543599627022,118.24338415198999,12.032987100162284,-2.1428034597431713
128,12.286636596392867,29.038314006079755,0.6862834714486157,-24.14510739399982,50.403558557475655,0.518830801166088,80.62832418873995,0.30181239897391626,66.00816816223616,-49.0839069803044,80.30603340762555,78.32491053465387,cat_2,cat_3,,cat_3,0.6836518544201469,81.77608642537697,7.865343396173423,-1.9865118438809948
130,19.057567812322073,5.928519139734008,0.2541765190822242,-12.808236170509367,42.69558144692007,0.13432700608309525,209.9176687869641,0.5370264888532235,46.30131957856831,-70.09338133904001,64.43434936830407,116.68244938280063,cat_2,cat_2,cat_0,cat_1,0.17901096776687014,210.93827977511333,27.419078050742677,1.1948759948759382
132,21.837608971219243,5.86758588129413,0.5053766566453524,-22.73676296236514,44.821919960176785,0.4185576961647839,93.55725864856237,0.6339380161992991,48.27199770949621,-52.304030348157895,24.728469072307682,96.52200060196053,cat_0,cat_3,cat_0,cat_4,0.5432898975321812,88.13506158934238,13.693024524427562,0.0363613097783549
133,4.424251519494662,,0.4002477922552597,-11.265797643860022,40.96793140489899,0.1874030830234565,196.37307078143587,0.15468710269493496,-21.64828542251299,-110.52701525431715,59.13908018288662,126.15830816816738,cat_0,cat_4,cat_4,cat_2,0.4361017989044844,194.17699462199977,-1.0890033044924916,-1.079243737312166
135,24.934863998009618,8.35692623304255,0.6756359534597729,-22.968299955639374,61.566835752073395,,94.48075396712112,0.4445856878767306,46.138394172171886,-123.93426666856621,37.261437935605926,75.040102392543,cat_2,cat_0,cat_3,cat_4,0.6782788709603416,92.95543852866128,25.13386800464199,0.10690018439985483
138,36.56392265405389,6.763857146516238,,,,0.07565800270621344,116.95247338538388,0.19811859746319385,,-90.52703785179564,52.34646574254182,103.31184614806837,cat_2,,cat_0,cat_4,0.4902932197536155,118.78760959780044,35.09952520377916,0.8282586741239857
140,5.7413178397758955,11.161388673792448,,-24.198207673793426,32.72836966602924,0.1803962826322815,112.95066033829599,0.3688009259329862,15.472756738961401,53.253335113682176,44.95335514903299,106.5993477680378,,cat_2,cat_0,,0.9202243546669133,112.96382018193854,10.715971935969147,1.1139722023028844
141,42.037351525257556,15.356641491108084,0.5398905306304115,-20.31931974685697,63.95896657948719,0.4084952017726224,140.3476881222054,0.4348206560451954,37.31875973299257,-4.593811574690562,38.45165869188853,77.8506374611238,cat_2,cat_2,,cat_2,0.6137461711836727,140.3380636199298,40.73692580332474,-0.9659975466634962
143,4.272022906406195,8.606412878969373,0.2293795958835852,-14.877232500341464,7.610995978184329,,115.72114629397223,0.8896137134373062,-4.708211922777629,-62.969268800658924,46.37593912393693,95.52538277648758,cat_0,cat_0,cat_3,,0.2404331723332237,113.01548178858185,2.221711118053973,-2.896547739910325
146,5.150813153942636,9.236254733768485,0.630237471691842,-21.317880068131497,28.475692639515813,0.02687634796491402,84.32230546297494,0.6627700770256844,89.89796635847449,-1.6075771066291438,84.26286150805359,92.2569490411733,cat_0,cat_3,cat_4,cat_1,0.6228711072998968,84.02180496261825,9.793769885420794,-1.0355329474579147
